Primary Category,Secondary Category,Tertiary Category,Merchant Name,Include Regex,Exclude Regex
Car,Repairs and maintenance,Vehicle Batteries,Vehicle Batteries,alco\s?battery,
Car,Repairs and maintenance,Vehicle Spare Parts,Vehicle Spare Parts,\bautobarn\b,
Car,Repairs and maintenance,Vehicle Spare Parts,Vehicle Spare Parts,autoelec\b,
Car,Repairs and maintenance,Vehicle Spare Parts,Vehicle Spare Parts,\bautopro\b,
Car,Repairs and maintenance,Vehicle Spare Parts,Vehicle Spare Parts,auto(\s)?parts?\b|\btyre(s)?|\bbrake(s)?\b|\bcar\s?p(ar)?ts?\b|\bcarparts2u\b|\bauto\s?accessories\b|\bauto\s?spare\b|\bkensington\sspares\b,tyrell
Car,Repairs and maintenance,Vehicle Spare Parts,Vehicle Spare Parts,mazda\sspare,
Car,Repairs and maintenance,Vehicle Spare Parts,Vehicle Spare Parts,\bmx\sstore\b,
Car,Repairs and maintenance,Vehicle Spare Parts,Vehicle Spare Parts,repco,
Car,Repairs and maintenance,Vehicle Spare Parts,Vehicle Spare Parts,\bsparesbox(pt)?\b,
Car,Repairs and maintenance,Vehicle Spare Parts,Vehicle Spare Parts,super\s?cheap\s?(a\b|auto?)|\bsuper\scheap\saut1\b,
Health,Specialist Healthcare,Dentists,Dentists,\bdental|dentist(s)?|\bdtl\scare\b|\bteeth\b,eat\s?teeth\s?sleep
Health,Specialist Healthcare,Dentists,Dentists,\bkeppel(\s)?dental\b,
Health,Specialist Healthcare,Dentists,Dentists,\bpacific\s?smiles\b,
Bank,Transfer,International Transaction Fee,International Transaction Fee,international transaction fee,
Bank,Transfer,External,Work,lauren minato,
Bank,Transfer,External,Work,ellen law,
Bank,Transfer,External,Work,naseeb jam,
Bank,Transfer,External,Friend,jone wright,
Bank,Transfer,External,Friend,natalie udler,
Bank,Transfer,External,Friend,maddy bowden,
Bank,Transfer,External,Mum,emiko allum,
Car,Transportation,Tolls and Parking,Tolls,jc link pl,
Car,Transportation,Tolls and Parking,Parking,parking,
Car,Transportation,Tolls and Parking,Linkt,linkt,
Car,Transportation,Car Dealers,Car Dealers,\baudi\b,
Car,Transportation,Car Dealers,Car Dealers,\bcarsales\b|\bcarsalesltd\b|\bcarsales\scom(\sau)?\b,
Car,Transportation,Car Dealers,Car Dealers,\bauto\s?dealer\b|\bautomobile\b|car\s?sales\b|\bused\s?(car|dealer(ship)?)\b,auto\spayment|\bauto\ssavings\b|\bauto\smortgage\b|\bauto\stransfer\b|auto(\s)?parts\b|\btyre(s)?|\bbrake(s)?\b|\bcar(\s)?parts\b|\buni\b|\b(car|truck)\b.*rent|rent.*\b(truck|car)\b|\bthe\s?royal\s?automobile\b
Car,Transportation,Car Dealers,Car Dealers,\bgraham\sbetts\b,
Car,Transportation,Car Dealers,Car Dealers,\bredbook\b,
Car,Transportation,Car Dealers,Car Dealers,\btesla\b,
Car,Transportation,Car Dealers,Car Dealers,\btoyota\smotor\b|\bcity\stoyota\b,
Car,Transportation,Car Dealers,Car Dealers,volkswage,
Car,Transportation,Car Wash,Car Wash,\bautowash\b,
Car,Transportation,Car Wash,Car Wash,\bcrystal\scarwash\b,
Car,Transportation,Car Wash,Car Wash,car\s?wash|\bcar\s?clean,
Car,Transportation,Car Wash,Car Wash,\bplatinum\shand\scar\b,
Car,Transportation,Car Wash,Car Wash,\bstar\scar\swsh\b,
Car,Transportation,Car Wash,Car Wash,\bwaves\scarwash\scafe\b,
Car,Transportation,Car Wash,Car Wash,\bwipehero\b,
Car,Transportation,Petrol & Service Stations,Petroka,petroka,
Car,Transportation,Petrol & Service Stations,Ampol,\bampol\b,
Car,Transportation,Petrol & Service Stations,BP,\bbp\b,\brent\b|\bproperty\b
Car,Transportation,Petrol & Service Stations,Caltex,\bcaltex\b|\bctx\b,\b(ww|woolw(ort(hs?)?)?)\b.*petrol|caltex.*woolw|\bctx\s?wow\b
Car,Transportation,Petrol & Service Stations,Caltex,safeway.*petrol|\b(ww|woolw(ort(hs?)?)?)\b.*petrol|caltex.*woolw|\bctx\s?wow\b,
Car,Transportation,Petrol & Service Stations,Choice,\bchoice\smonto\b,
Car,Transportation,Petrol & Service Stations,Coles Express,\bcoles\sexpr,
Car,Transportation,Petrol & Service Stations,Petrol & Service Stations,\bcostco\sfuel\b|\bcostco\sgas\b|costco.*fuel,
Car,Transportation,Petrol & Service Stations,Petrol & Service Stations,\beg\sfuelco\b,
Car,Transportation,Petrol & Service Stations,Petrol & Service Stations,\bfreedom\sfuels\b,
Car,Transportation,Petrol & Service Stations,Petrol & Service Stations,petrol(eum)?\b|\bfuel\b|\bgas\s?pump\b|\bgas\s?stat(ion)?\b|\bservice\s?station\b|\be10\b|nk\s?trades\b.*\bservices|razzaq\s?enterprises|united\s?waterloo|petrol|fuels|\bpetrlm?\b|\bwestsidepetroleumwa\b|harrys\sstation|\bfoodspendingpetrol\b|\bboc\s?gas\b|\bexpress\s?gas\b|\bcostco\s?gas\b|\bgas\s?bottles?\b|\bgas\s?refill\b|\bgas\s?station\b|\bmobi\s?gas\b|\bgas\s?eatery\b|\bgas\b.*\brental\b|\bshoalhaven\s?gas\b|\bayr\stravel\scentre\b,rent|(ww|wo).*petrol|caltex.*woolw|\bctx\b|7(\w)?eleven|\b(wool(o)?wr(o)?t|woolwo(r)?(ths)?|w(o)?w|woolies)\b
Car,Transportation,Petrol & Service Stations,Gull Station,gull\scauseway,
Car,Transportation,Petrol & Service Stations,Gull Station,gull\ssettlers,
Car,Transportation,Petrol & Service Stations,Jak Station,jak\strading,
Car,Transportation,Petrol & Service Stations,Petrol & Service Stations,\bkarargy\b,
Car,Transportation,Petrol & Service Stations,Petrol & Service Stations,\bliberty\b,\btravel\b|\bemmas\b|\bbar\b|\bhotel\b|\bfinancia\b|\bliberty\sgrove\b
Car,Transportation,Petrol & Service Stations,Petrol & Service Stations,\bliberty\sservice\s(station)?,
Car,Transportation,Petrol & Service Stations,Petrol & Service Stations,\bmatilda\seagleby\b,
Car,Transportation,Petrol & Service Stations,Petrol & Service Stations,\bmetropetrol\b,
Car,Transportation,Petrol & Service Stations,Petrol & Service Stations,\bmogas\b,
Car,Transportation,Petrol & Service Stations,Petrol & Service Stations,park\sfuel(s)?,
Car,Transportation,Petrol & Service Stations,Shell,\bshell\b,\bshell(\s)?harbour\b|shellharbour|\bshell\scove\b|\bhair\b|\bflight\b|sea\sshell
Car,Transportation,Petrol & Service Stations,Petrol & Service Stations,\bspeedway,
Car,Transportation,Petrol & Service Stations,Petrol & Service Stations,\bsupagas\b,
Car,Transportation,Petrol & Service Stations,Petrol & Service Stations,\bunigas\b,
Car,Transportation,Petrol & Service Stations,United Petroleum,\bunited\spetroleum\b,
Car,Transportation,Public Transportation,Public Transportation,\bmetrocard\b|\badelaide\smetro\b,\bnew\syork\b
Car,Transportation,Public Transportation,Public Transportation,ticket.*bus\b|ticket.*train\b|\blight\s?(rail)\b|\btransit\b|\btrans\s?link\b|\bcity\s?link\b|\bcountry\s?link\b|bus\b.*ticket|train\b.*ticket|\bbus\sfare\b|\bbus\spty\sltd\b|\bbus(es)?\b|sncf\s?paris|\bt\d\s?pier\b|\bcrail\b|\btrain\s?sta(tion)?|\bairtrain\b|\btrain\s?rides?\b|\bferr(y|ies)\b|transport,\bbus\sadvisors\b|\bdog\b.*\btrain|\bair\s?bus\b|\bairport\s?shuttle\b|\bhire\b|\bparty\b|mixed\s?bus|bus\s?name|bus\s?reg|bus\s?cc|small\s?bus|bus\s?party|business|bus\s?loan|bus\s?ln|bus\s?tax|bus\s?expense|westpac\s?bus|bus\s?dir|netbank\s?bus|bus\s?rent|bus\s?srv|bus\s?serv|ferry\s?road|ferry\s?rd\b|\b(austins|dodges|hacks|wisemans)\sferry\b
Car,Transportation,Public Transportation,Public Transportation,\bmetlink\b,
Car,Transportation,Public Transportation,Public Transportation,\bmetro\stasmania\b,
Car,Transportation,Public Transportation,Public Transportation,\bmyki\b,
Car,Transportation,Public Transportation,Public Transportation,\bqueensland\srail\b,
Car,Transportation,Public Transportation,Public Transportation,queensland\stransport,
Car,Transportation,Public Transportation,Public Transportation,\brail\s?cor\s?p\b|rail\scorporation|\brail\scorpo\b,
Car,Transportation,Public Transportation,Public Transportation,\bstate\stransit\b,
Car,Transportation,Public Transportation,Public Transportation,\bcityrail\b,
Car,Transportation,Public Transportation,Public Transportation,\b(translink|milton\sstation)\b,
Car,Transportation,Public Transportation,Public Transportation,smartrider\b|transperth,
Car,Transportation,Public Transportation,Public Transportation,transport&main|transport&amp,
Car,Transportation,Public Transportation,Public Transportation,t(ransport\s)?f(or\s)?nsw|nsw\s?(train|opal)|rail\s?corpo,
Car,Transportation,Public Transportation,Public Transportation,\btripit\b,
Holiday,Transportation,Taxis,Taxis,\bcabbiexpress\b,
Holiday,Transportation,Taxis,Taxis,cabcharge\b,
Holiday,Transportation,Taxis,Taxis,cabify\b,
Holiday,Transportation,Taxis,Taxis,\btaxi(s)?\b|\bsmartcab|\bspotto\b|\bmytaxi|\brideshare\b|\bcab(s|fare)?\b|\btaxi(s)?|\bflyer\s?water\b,\btaxim\b|restaurant
Holiday,Transportation,Taxis,Taxis,\bgm\scabs\b,
Holiday,Transportation,Taxis,Taxis,\bgocatch\b,
Holiday,Transportation,Taxis,Taxis,\bingogo\b,
Holiday,Transportation,Taxis,Taxis,lime\sapple,
Holiday,Transportation,Taxis,Taxis,lyft\s?ride,
Holiday,Transportation,Taxis,Taxis,\bolacabs\b,
Holiday,Transportation,Taxis,Taxis,\bpremier\scabs\b,
Holiday,Transportation,Taxis,Taxis,\bsilver\sservic,\bdry\sclea\b
Holiday,Transportation,Taxis,Taxis,\bsilvertop\s(taxis|vic)\b,
Holiday,Transportation,Taxis,Taxis,\bst\sgeorge\scab\b,
Holiday,Transportation,Taxis,Taxis,\bstar\scabs\b,
Holiday,Transportation,Taxis,Taxis,\btaxiepay\b,
Holiday,Transportation,Taxis,Taxis,\btaxis aus,
Holiday,Transportation,Taxis,Taxis,\buber(\b|\d|co),\beats\b|ubereats
Holiday,Transportation,Taxis,Taxis,\byellowcab\b,
Holiday,Travel,Airlines,Airlines,air\sberlin,
Holiday,Travel,Airlines,Airlines,air\s?china,
Holiday,Travel,Airlines,Airlines,\bair\s?n(ew)?\s?z\b|\bair\snew\szea\b,
Holiday,Travel,Airlines,Airasia,airasia,
Holiday,Travel,Airlines,Airlines,alpha\s?flight\s?service,
Holiday,Travel,Airlines,Airlines,\bcathay\spacific\b|\bcathaypa\b,
Holiday,Travel,Airlines,Airlines,\beasyjet\b,
Holiday,Travel,Airlines,Airlines,emirates\b,
Holiday,Travel,Airlines,Airlines,\betihad\sairways\b,
Holiday,Travel,Airlines,Airlines,\bair\b.*\bexpedia\b|\bexpedia\b.*\bair\b|\bflght\b.*\bexpedia\b|\bexpedia\b.*\bflight\b,
Holiday,Travel,Airlines,Airlines,\btravel - air\b|\bwow\sair\b|\bflight(s)?\b|\bjetblue\b|\b(air\s?lines)\b|\bairway(s)?\b|airline,\bcar\shire\b
Holiday,Travel,Airlines,JetStar,jet\sinflight,
Holiday,Travel,Airlines,Airlines,\bjetstar\b|jetstar,
Holiday,Travel,Airlines,Airlines,\blan\sair\b,
Holiday,Travel,Airlines,Airlines,lufthansa\b,
Holiday,Travel,Airlines,Qantas,qantas,airport|\bt\d\b|altitude|\batm\b|hsbc cards|\bqantas(\sgroup)?\shotel(s)?\b|qantas\sassure|qantas\s?cash
Holiday,Travel,Airlines,Airlines,\bryanair\b,
Holiday,Travel,Airlines,Airlines,\bscoot\spte\b|\bflyscoot\b,
Holiday,Travel,Airlines,Airlines,\bsingapore\sair\b|\bsingaporeai\b,
Holiday,Travel,Airlines,\Bthaiair,\bthaiair,
Holiday,Travel,Airlines,Airlines,\btiger\sai|\btiger(\s)?ai(r)?\b,
Holiday,Travel,Airlines,Airlines,virgin\s?(a\sust|au|\sa\b|air|am|atl),
Holiday,Travel,Airports,Airports,t\d\ssingapore,
Holiday,Travel,Airports,Airports,\bairport\b|\bduty\s?free\b|\btax(\s)?free(\srefund)?\b|heinemann|\bdfs\b|inter.*checkout,\bhotel\b|\bairport\s?shuttle\b
Holiday,Travel,Airports,Airports,\bmelbourne\sairport\b,
Holiday,Travel,Airports,Airports,\bpark\sfly\b,
Holiday,Travel,Airports,Airports,perth\sairport,
Holiday,Travel,Airports,Airports,syd\saprt|\bsyd(ney)?\s?airp(ort)?\b,\bpark\s?n\s?shop\b
Holiday,Travel,Airports,Airports,airport\s?retail,
Holiday,Travel,Car Rental,Car Rental,ace.*rentals,
Holiday,Travel,Car Rental,Car Rental,apex\s(car)?\s(rental|travel),
Holiday,Travel,Car Rental,Car Rental,aussiebarga\b,
Holiday,Travel,Car Rental,Car Rental,\bavis(\saustralia)?\b|\bavis\srent\sa\scar,
Holiday,Travel,Car Rental,Car Rental,balmain\s?rentals,
Holiday,Travel,Car Rental,Car Rental,europcar\b,
Holiday,Travel,Car Rental,Car Rental,(rent(al?)?|hire)\s?car|ca\s?r\s?(rent|hire)|\bauto\s?rent(als?)?\b|rental\scartollph|\brentalcartoll.*\b|\brental\scar(s)?\b|vehicle|\b(car|truck)\b.*rent|rent.*\b(truck|car)\b|\b4wd\shire\b|\blimo(u)?sine(s)?\b|jucy\srental|\bsixt\b|red\s?spot\s?rentals|\bgrab\scar\b,vehicle\s?(repair|insur|testing|inspect|maint|maintenance)
Holiday,Travel,Car Rental,Car Rental,\bgo\s?rentals,
Holiday,Travel,Car Rental,Car Rental,\bgoget(\scarshare)?\b|\bgogetcarshare\b,
Holiday,Travel,Car Rental,Car Rental,hertz,
Holiday,Travel,Car Rental,Car Rental,hire\spurchase,
Holiday,Travel,Car Rental,Car Rental,lucky\s?rentals,
Holiday,Travel,Car Rental,Car Rental,oasis\stuncurry,
Holiday,Travel,Car Rental,Car Rental,omega\srental,
Holiday,Travel,Car Rental,Car Rental,rent\sa\sbomb,
Holiday,Travel,Car Rental,Car Rental,rentalcarscom|rentalcars,
Holiday,Travel,Car Rental,Car Rental,\brentatruck\b,
Holiday,Travel,Car Rental,Car Rental,snap\s?rentals,
Holiday,Travel,Car Rental,Car Rental,\bthrifty\s(car|australia)\b,
Holiday,Travel,Luggage Retailers,Luggage Retailers,\bcrumpler\b,
Holiday,Travel,Luggage Retailers,Luggage Retailers,luggage|strandbags|bagworld|\bhunt\s?leather|\brimowa|\btumi\b|handbag,
Holiday,Travel,Luggage Retailers,Luggage Retailers,love\s?luggage,
Holiday,Travel,Ships,Ships,\bcruise(s)?\b,
Holiday,Travel,Ships,Ships,\bp&o,
Holiday,Travel,Tours,Tours,\btours\b,
Holiday,Travel,Tours,Tours,cairns,
Holiday,Travel,Travel Insurance,Travel Insurance,\ba(&)?g\b.*\btrav|\btrav.*\ba(&)?g\b,\bunicredit\sbank\b|csb\sengineering
Holiday,Travel,Travel Insurance,Travel Insurance,\baami\stravel\b,
Holiday,Travel,Travel Insurance,Travel Insurance,allianz.*\btrav|\btrav.*allianz|\baga\sassistance\b,
Holiday,Travel,Travel Insurance,Travel Insurance,\bapia.*\btrav|\btrav.*\bapia,
Holiday,Travel,Travel Insurance,Travel Insurance,\bagatravelinsurance\b|\btravel\s?insurance\b|insure\s?&\s?go|\binsureandgo\b|\b1\s?cover\b,
Holiday,Travel,Travel Insurance,Travel Insurance,\bgio\b.*\btrav|\btrav.*\bgio\b,
Holiday,Travel,Travel Insurance,Travel Insurance,nrma.*\btrav|\btrav.*nrma,
Holiday,Travel,Travel Insurance,Travel Insurance,\boutback\sinsurance\b,
Holiday,Travel,Travel Insurance,Travel Insurance,qantas\sassure,
Holiday,Travel,Travel Insurance,Travel Insurance,\braa\stravel\b|\braa\stravel\sinsurance\b,
Holiday,Travel,Travel Insurance,Travel Insurance,\brac\b.*\btrav|\btrav.*\brac\b,
Holiday,Travel,Travel Insurance,Travel Insurance,\bracv\b.*\btrav|\btrav.*\bracv\b,
Holiday,Travel,Travel Insurance,Travel Insurance,\btravel\sinsurance\sdirect,
Holiday,Travel,Travel Insurance,Travel Insurance,\bworld\snomads\b,
Unavoidables,Utilities,Electricity Supply,Origin Energy,origin retail,
Unavoidables,Utilities,Electricity Supply,Electricity Supply,\bactewagl\s?elec(tric(ity)?)?\b,
Unavoidables,Utilities,Electricity Supply,Electricity Supply,\bagl\s?elec(tric(ity)?)?\b,
Unavoidables,Utilities,Electricity Supply,Electricity Supply,\balinta\s?energy\b.*\belec|\belec.*\balinta\s?energy\b,
Unavoidables,Utilities,Electricity Supply,Electricity Supply,\baurora\s?energy\b.*\belec|\belec.*\baurora\s?energy\b,
Unavoidables,Utilities,Electricity Supply,Electricity Supply,\bblue\snrg\b,
Unavoidables,Utilities,Electricity Supply,Electricity Supply,\bclick\s?energy\b.*\belec|\belec.*\bclick\s?energy\b,
Unavoidables,Utilities,Electricity Supply,Electricity Supply,\bdiamond\senergy\b,
Unavoidables,Utilities,Electricity Supply,Electricity Supply,\bendeavour\senergy\b,
Unavoidables,Utilities,Electricity Supply,Electricity Supply,\benergyaustralia.*electricity|\belectricity.*energyaustralia|\benergy\s?aus\b.*\belec|\belec.*\benergy\s?aus\b,
Unavoidables,Utilities,Electricity Supply,Electricity Supply,\bergon\s?energy\b.*\belec|\belec.*\bergon\s?energy\b,
Unavoidables,Utilities,Electricity Supply,Electricity Supply,\bessential\senergy\b,
Unavoidables,Utilities,Electricity Supply,Electricity Supply,\belec(tric(ity)?)?\b.*\bbills?\b|\bbills?\b.*\belec(tric(ity)?)?\b|\belec(tric(ity)?)?\s?supply\b|\bretail\s?elec(tric(ity)?)?\b|\belec(tric(ity)?)?\b,palace\selectric
Unavoidables,Utilities,Electricity Supply,Electricity Supply,\bhorizon\spower\b,
Unavoidables,Utilities,Electricity Supply,Electricity Supply,\blumo\s?energy\b.*\belec|\belec.*\blumo\s?energy\b,\bgas\b|\belecgas.*|electric.*gas
Unavoidables,Utilities,Electricity Supply,Electricity Supply,\bmojo\spower\b,
Unavoidables,Utilities,Electricity Supply,Electricity Supply,\bmomentum\s?energy\b.*\belec|\belec.*\bmomentum\s?energy\b,electric\sgas\swater
Unavoidables,Utilities,Electricity Supply,Electricity Supply,\bnext\sbusiness\sener(gy)?.*\b,
Unavoidables,Utilities,Electricity Supply,Electricity Supply,\borigin\s?(energy\s?)?elec,
Unavoidables,Utilities,Electricity Supply,Electricity Supply,.*powerdirec(t)?\b,
Unavoidables,Utilities,Electricity Supply,Electricity Supply,\b(np)?puma\s?energy\b.*\belec|\belec.*\b(np)?puma\s?energy\b,
Unavoidables,Utilities,Electricity Supply,Electricity Supply,\bqenergy\b,
Unavoidables,Utilities,Electricity Supply,Electricity Supply,\braw\s?energy\b.*\belec|\belec.*\braw\s?energy\b,
Unavoidables,Utilities,Electricity Supply,Electricity Supply,\bred\s?energy\b.*\belec|\belec.*\bred\s?energy\b,
Unavoidables,Utilities,Electricity Supply,Electricity Supply,\bsanctuary\senergy\b,
Unavoidables,Utilities,Electricity Supply,Electricity Supply,\bsimply\s?energy\b.*\belec|\belec.*\bsimply\s?energy\b,gas.*electricity
Unavoidables,Utilities,Electricity Supply,Electricity Supply,\bsumo\spower\b,
Unavoidables,Utilities,Electricity Supply,Electricity Supply,\btruenergy\b.*\belec|\belec.*\btruenergy\b,
Unavoidables,Utilities,Electricity Supply,Electricity Supply,\bvisapuma\s?energy\b.*\belec|\belec.*\bvisapuma\s?energy\b,
Unavoidables,Utilities,Electricity Supply,Electricity Supply,\bwin\s?energy\b.*\belec|\belec.*\bwin\s?energy\b,
Unavoidables,Utilities,Energy Supply,Energy Supply,\bactewagl\b,
Unavoidables,Utilities,Energy Supply,Energy Supply,\bads\ssolar\b,
Unavoidables,Utilities,Energy Supply,Energy Supply,agl(ener|bill)|\bagl\b,
Unavoidables,Utilities,Energy Supply,Energy Supply,\balinta\s?energy\b,\balinta\smcmurdo\b
Unavoidables,Utilities,Energy Supply,Energy Supply,aurora.*energy,
Unavoidables,Utilities,Energy Supply,Energy Supply,click\senergy,
Unavoidables,Utilities,Energy Supply,Energy Supply,\bdodo\spower\b|\bdodo\selectricity\b,
Unavoidables,Utilities,Energy Supply,Energy Supply,energex,
Unavoidables,Utilities,Energy Supply,Energy Supply,energy\s?aus,\blumo\b|simply\senergy|\bpuma\s?energy\b|\bviridian\senergy\b|\bgas\sbill\b
Unavoidables,Utilities,Energy Supply,Energy Supply,ergon\senergy,
Unavoidables,Utilities,Energy Supply,Energy Supply,\bel\s?gas\b|gas\s?(elec(tric(ity)?)?)\b|\baus\s?power\s?gas\b|\benergy\b|\bgas\s?and\s?elec|\bpower.*gas\b|\bpower\b.*\bwater\b,rent|\bbook
Unavoidables,Utilities,Energy Supply,Energy Supply,\blumo\senergy\b|\blumo\s?en,
Unavoidables,Utilities,Energy Supply,Energy Supply,momentum\sener|momentum\smelbourne,
Unavoidables,Utilities,Energy Supply,Energy Supply,origin\s?energy|\borigin(\s)?com\b|\borigin\sene\b,
Unavoidables,Utilities,Energy Supply,Energy Supply,\bpowershopaustralia\b|\bpowersho\s?p\b,
Unavoidables,Utilities,Energy Supply,Energy Supply,(np)?puma\senergy|puma\sene\srgy,
Unavoidables,Utilities,Energy Supply,Energy Supply,\braw\s?energy\b,
Unavoidables,Utilities,Energy Supply,Energy Supply,\bred\senergy,
Unavoidables,Utilities,Energy Supply,Energy Supply,simply\senergy,
Unavoidables,Utilities,Energy Supply,Energy Supply,synergy,psychology|massage|beauty
Unavoidables,Utilities,Energy Supply,Energy Supply,\btesla\s?batter(ies|y)\b,
Unavoidables,Utilities,Energy Supply,Energy Supply,\btigo\s?energy\b,
Unavoidables,Utilities,Energy Supply,Energy Supply,\btruenergy\b,
Unavoidables,Utilities,Energy Supply,Energy Supply,visapuma\senergy,
Unavoidables,Utilities,Energy Supply,Energy Supply,winenergy,
Unavoidables,Utilities,Gas Supply,Gas Supply,\bactewagl\s?gas\b,
Unavoidables,Utilities,Gas Supply,Gas Supply,\bagl\s?gas\b,
Unavoidables,Utilities,Gas Supply,Gas Supply,\balinta\s?energy\b.*\bgas|\bgas.*\balinta\s?energy\b|\balinta\ssal\sgas\b,
Unavoidables,Utilities,Gas Supply,Gas Supply,\baurora\s?energy\b.*\bgas|\bgas.*\baurora\s?energy\b,
Unavoidables,Utilities,Gas Supply,Gas Supply,\bclick\s?energy\b.*\bgas|\bgas.*\bclick\s?energy\b,
